report,source,authored_at,author,status,incident_title,incident_category,important,place_name,notes
"In joy and gladness with our hearts united we'll shout the freedom of a race benighted,Long live Liberia, happy land!!!!!!!!!!!!!!!!!!!","Liberia Media Monitoring","2011-11-10 10:31:53","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"Results due today from the presidential run-off in #Liberia and are expected to confirm President #Sirleaf as the winner","Twitter 1","2011-11-10 10:33:54",justustharao,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia's Election Vote-Count Latest Discussion http://t.co/0hIAM1BE","Twitter 1","2011-11-10 10:33:47",JWORLD55,NULL,NULL,NULL,NULL,NULL,NULL
"I saw the repeated one-sided videos he posted!","Liberia Elections","2011-11-10 10:33:32","Rob Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Will FC Fassell Win Peace Cup? - http://t.co/4jMBDOh1","Twitter 1","2011-11-10 10:35:17",BlankMediaIaba,NULL,NULL,NULL,NULL,NULL,NULL
"@BBCAfrica: Initial results due today from the presidential run-off in #Liberia are expected to confirm President #Sirleaf as the winner.","Twitter 1","2011-11-10 10:37:27",blmonye74,NULL,NULL,NULL,NULL,NULL,NULL
"When it is wrong u condem, also learn to praise when something good happen. I did not hear u commend the Police for the manner in which they handle the coming of Weah andWinstonTubman before the start of campaigning in July and the manner in which they handle the campainging last day where all parties were closing their campaing in the first round. I think u were not here that time.","Liberia Media Monitoring","2011-11-10 10:36:30","Mike Edward McCrownsey",NULL,NULL,NULL,NULL,NULL,NULL
"Ellen lied to us that she did not support Taylor and gave $10, 000 for charity purpose...This document disclosed her major involvement in killing 250,000 Liberia! She's the master of war! Ellen true color will come out soon! 

http://radical8.com/2011/10/09/official-documents-reveal-ellen-johnson-sirleaf-was-a-senior-member-of-charles-taylors-npfl-helped-engineer-brutal-civil-war-in-liberia-testified-to-u-s-congress-in-support-of-fallen-warlord/","Liberia Elections","2011-11-10 10:37:27","Rob Dorley",NULL,NULL,NULL,NULL,NULL,NULL
"PUL Peter Quaqua also critized Pres.EllenJohnsonSirleaf for not renewing former auditor general contract after he wrote an insulting letter to the Liberia leader and calling her employees DOGS","Liberia Media Monitoring","2011-11-10 10:38:14","Amos Smith",NULL,NULL,NULL,NULL,NULL,NULL
"One Love to all Liberia.","Liberia Media Monitoring","2011-11-10 10:37:39","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia lets stop violence and destruction of lives and properties and make a way forward.","Liberia Media Monitoring","2011-11-10 10:39:59","Greaviano Andriano Jarius",NULL,NULL,NULL,NULL,NULL,NULL
"TOGETHER WE CAN BUILD LIBERIA. IN UNION STRONG, SUCCESS IS SURE","Liberia Media Monitoring","2011-11-10 10:40:21","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Peter needs prayers.","Liberia Media Monitoring","2011-11-10 10:40:16","Christine Edwina Brooks",NULL,NULL,NULL,NULL,NULL,NULL
"RT @justustharao: Results due today from the presidential run-off in #Liberia and are expected to confirm President #Sirleaf as the winner","Twitter 1","2011-11-10 10:40:53",allankiprop,NULL,NULL,NULL,NULL,NULL,NULL
"EJS may, if re-elected, offer government post toWinstonTubman in a spirit of reconciliation.  Would he take it? http://t.co/C6WoSaNj #Liberia2011","Twitter 1","2011-11-10 10:41:37",bdanisch,NULL,NULL,NULL,NULL,NULL,NULL
"ALL HAIL, LIBERIA HAIL.","Liberia Media Monitoring","2011-11-10 10:41:01","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"KPO, IF U ARE REALLY SERIOUS, TAKE THE GOVT TO COURT. AYNWAY, SHORTSIGHTEDNESS vs. IDLENESS!!! KAI, PLEASE BE HONEST WITH YOUR SELF","Liberia Media Monitoring","2011-11-10 10:42:06","Abel Plackie",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: on the rocky road to rebirth http://t.co/U6heXYfb","Twitter 1","2011-11-10 10:46:12",ThottupuramFr,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: on the rocky road to rebirth http://t.co/obJdTWea","Twitter 1","2011-11-10 10:46:10",smcnews,NULL,NULL,NULL,NULL,NULL,NULL
"Big day in #Liberia where #Sirleaf is predicted to win the presidential run-off in an election fraught with controversy","Twitter 1","2011-11-10 10:46:34",alicerklein,NULL,NULL,NULL,NULL,NULL,NULL
"LIBERIA WON.","Liberia Media Monitoring","2011-11-10 10:45:53","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"A bigggggggg joker!!!!!!!!!!!!!!!!!!!!!!!","Liberia Media Monitoring","2011-11-10 10:48:01","Swen Bedell",NULL,NULL,NULL,NULL,NULL,NULL
"ALL HAIL, LIBERIA HAIL Washington Zeah in Union strong, success is sure.","Liberia Media Monitoring","2011-11-10 10:47:42","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"peace to all Liberia","Liberia Media Monitoring","2011-11-10 10:48:48","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Isaac, we need to consult former police Director on this issue, i think it is critical","Liberia Media Monitoring","2011-11-10 10:49:53","Amos Smith",NULL,NULL,NULL,NULL,NULL,NULL
"Washington Zeah, With heart and hand our country's cause defending,we'll meet therefore with various unpretending.Long live Liberia, happy land!","Liberia Media Monitoring","2011-11-10 10:50:22","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"n a holy bath, with soap added","Liberia Media Monitoring","2011-11-10 10:50:04","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"I like this mannnnnnn,LIB has won","Liberia Media Monitoring","2011-11-10 10:50:19","Joseph Johnson",NULL,NULL,NULL,NULL,NULL,NULL
"News:  EllenJohnsonSirleaf may offer rivals govt posts http://t.co/KfdmvM6j","Twitter 1","2011-11-10 10:51:29",HumanityNews,NULL,NULL,NULL,NULL,NULL,NULL
"What's multiple content? Is it posting the same story more than once or posting several stories?","Liberia Elections","2011-11-10 02:55:17","Stephen Johnson",NULL,NULL,NULL,NULL,NULL,NULL
:-),"Liberia Elections","2011-11-10 05:57:07","Lakshmi Subramani",NULL,NULL,NULL,NULL,NULL,NULL
"Elmes Mulbah, i agreed with u until d last line. sure we can debate our future and change it. in fact that exactly wat we should do, debate our future and always change it if need b and adjust it as neccessary","Liberia Elections","2011-11-10 06:03:09","Francis Kiazolu",NULL,NULL,NULL,NULL,NULL,NULL
"ill take your word for it... been a while","Liberia Elections","2011-11-10 07:14:06","Elmes Mulbah",NULL,NULL,NULL,NULL,NULL,NULL
"Wll said..... Liberia we shall remain...","Liberia Elections","2011-11-10 10:32:19","Leona Is-Blessed",NULL,NULL,NULL,NULL,NULL,NULL
"This glorious land of liberty shall long be ours!!!!!!!!!!!!!!!!!!!","Liberia Media Monitoring","2011-11-10 10:36:25","Stephanie Hawa Dorbor",NULL,NULL,NULL,NULL,NULL,NULL
"If you knew all these things bearing in mind that we are one nation, one team sharing the same value, destiny and heritage you were never to promote division and hatred amongst Liberia. After you have achieved your selfished political gains, here you are now calling for fake reconciliation. Will you pay  back  the lives lost? Stop pretending cause the wound you caused shall remain with us even after 1000 yrs our posterity will be told the history.","Liberia Media Monitoring","2011-11-10 10:45:25","Washington Zeah",NULL,NULL,NULL,NULL,NULL,NULL
"Yes sirrrrrrrr","Liberia Media Monitoring","2011-11-10 09:41:26","Mac Goodridge",NULL,NULL,NULL,NULL,NULL,NULL
"Let all of us share this picture with love we are all Liberia.","Liberia Media Monitoring","2011-11-10 09:38:25","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Some guys i just dull!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!","Liberia Media Monitoring","2011-11-10 10:51:02","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥ Ã¢â„¢Â¥..ALL for my Fellow Brothers, Sisters, Uncles, Aunties, Mothers, Fathers..of all the political Parties..xpecially CDC... such a time such the conditions...it was Elections and Political season...so let's all chill and reconcile our differences....there's a plan to organized a Facebook PEACE & RECONCILIATION meet....if u in comment and let's discuss...","Liberia Media Monitoring","2011-11-10 10:15:36","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"""No need2 vote- we know the result."" View from the ground- CAFOD ptnr DonBoscoHomes on #Liberia #elections http://t.co/HwOSjvqm #Liberia2011","Twitter 1","2011-11-10 10:52:40",CAFODwire,NULL,NULL,NULL,NULL,NULL,NULL
"Bravo to you guys this is a good beginning for the spirit of unity, love and national reconciliation. I urge all Liberia, especially, the youths to follow these two young Liberia who have agreed to reconcile dispite of political differences. i know Liberans are noted to easily put the bitter behind them and move ahead. Thanks to all Liberia for peacefully participating the elections. No one is a loser! every one is winner","Liberia Media Monitoring","2011-11-10 10:52:53","Greaviano Andriano Jarius",NULL,NULL,NULL,NULL,NULL,NULL
"Rescue teams are searching for dozens of people trapped in rubble after a 5.6-magnitude earthquake struck eastern Turkey, killing at least seven people","Liberia Media Monitoring","2011-11-10 10:54:41","Greaviano Andriano Jarius",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia silences opposition broadcasters http://t.co/8PZYSgA6 DailyMavrick","Twitter 1","2011-11-10 10:56:30",weltenbuerger1,NULL,NULL,NULL,NULL,NULL,NULL
"Benetta Fofana ehn bah...i beg u...heheheheh preach PEACE small yeh..lol","Liberia Media Monitoring","2011-11-10 10:55:49","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"EllenJohnsonSirleaf may offer rivals govt posts http://t.co/R3XQjpKI #LIBERIA","Twitter 1","2011-11-10 10:57:05",LiberianTimes,NULL,NULL,NULL,NULL,NULL,NULL
"Langit Kalbu: Voting Underway in Liberia as Opposition Boycotts Poll","Twitter 1","2011-11-10 10:56:35",RuthWongmover,NULL,NULL,NULL,NULL,NULL,NULL
"Matokeo ya uchaguzi wa urais nchini Liberia yatarajiwa leo:  http://t.co/1GFdPpWM","Twitter 1","2011-11-10 10:58:14",dw_kiswahili,NULL,NULL,NULL,NULL,NULL,NULL
"Wake up to the dawning of a new mama Liberia...arise ohhh arise...arise and shine for the light has come....","Liberia Media Monitoring","2011-11-10 10:57:33","Sun Rise",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia boycott dampens presidential poll spirit - posted on: http://t.co/j7ot2j2F","Twitter 1","2011-11-10 10:58:46",Amy_Derstan,NULL,NULL,NULL,NULL,NULL,NULL
"LIBERIA HAS WON","Liberia Media Monitoring","2011-11-10 10:59:54","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"LIBERIA HAS WON.","Liberia Media Monitoring","2011-11-10 11:00:12","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"RT @LiberiaTimes: EllenJohnsonSirleaf may offer rivals govt posts http://t.co/R3XQjpKI #LIBERIA","Twitter 1","2011-11-10 11:01:25",StanDaManLIB,NULL,NULL,NULL,NULL,NULL,NULL
"wake up 2 d progress of  day.......","Liberia Media Monitoring","2011-11-10 11:00:40","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"ONE LOVE TO ALL Liberia","Liberia Media Monitoring","2011-11-10 11:01:28","Saillay David Clarke",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: America Regrets Latest Events Here http://t.co/qCN04mH3 via @allafrica","Twitter 1","2011-11-10 11:02:40",PamelaScully,NULL,NULL,NULL,NULL,NULL,NULL
"First results due in Liberia run-off poll http://t.co/UKjT0tCZ","Twitter 1","2011-11-10 11:03:19",PeninsulaQatar,NULL,NULL,NULL,NULL,NULL,NULL
"One love, one heart, one people, one nation","Liberia Media Monitoring","2011-11-10 11:02:34","Benetta Fofana",NULL,NULL,NULL,NULL,NULL,NULL
"Luv this......my wish for a better Liberia. Unity....all Liberia.","Liberia Media Monitoring","2011-11-10 11:04:18","Vee Gean",NULL,NULL,NULL,NULL,NULL,NULL
"Good to see this. Let all well meaning Liberia join hands and realize that we all belong to one palm tree as palm nuts. For the cost of Liberia, the reconciliation process continues! hasp up to all Liberia.","Liberia Media Monitoring","2011-11-10 11:05:18","Mark G Tinna",NULL,NULL,NULL,NULL,NULL,NULL
"@austinhill44 move away from liberia and ethopia because theyve never been colonized and move to senegal and buy me a diamond #exports","Twitter 1","2011-11-10 11:06:15",Chaney_Jordann,NULL,NULL,NULL,NULL,NULL,NULL
"I do not know the point of contention here. I am gathering that hate speeches in the electoral process is something we should not tolerate because it has the potential to induce violence. If we agree on this point then it is improper to close one station that preaches hate messages and leave another open to continue with hate messages. That said, we should hail the government for closing the three stations initially and press forward for the closure of the remaining stations preaching hate messages. But it would be a weak argument to state that because the others are not closed, so the government should allow all to preach the hate messages. This is unacceptable. Remember it is the gvernment that has to make the closure decisions and not the LP, CDC or any individual. Just as if the CDC was the ruling party, it would be the one clothed with the authority to do same. One hard fact which many people find difficult to hold is when a government is in power,
 all of its decisions will not be liked by everyone. Toga worked for one of the most brutal regimes in Liberia's history and they did what they could from their vintage point. If you ask him now, he will justify every action of the government including the stealing of public funds which he used to build himself a mansion in no time. No one wants to chose a party for you. You have your right as a being to even pursue stupidity if you wish to. But, you have limitations so that you do not infringe on the rights of others. If you are a part of a party that publicly disrespects the government, of course people also have the right to tell you that you are not thinking wisely. Just as you have the right to pursue stupidity, people have the right to tell you that you are pursuing stupidity and you need to change the course of action. It is your right again to say yes or stay put. But clearly, it is now establish locally and internationally that the actions of
 the CDC in these elections have been just unacceptable. Your action to undermine the democratic gains at this time is unfortunate. I am one person with the opinion that despite the leadership chllenges faced by the CDC, they still have the potential to produce leaders in the future, eventhough it may be to my dislike but will have to accept to respect the democratic will of the people. CDC has one nemesis and that has been PresidentEllenJohnsonSirleaf. If PresidentEllenJohnsonSirleaf had stuck to her one term promise, perhaps CDC could be producing the next government. But your actions that have led to the destruction of lives and properties now speak volumes about the inability of the CDC to govern a civilize state.WinstonTubman is not the man and you all know it. You have blown those potentials in the breeze only because guys like you are desperate for power to once again loot the coffers of the nation. However, in Liberia, anything is possible. Refrain from your violent
 approaches and continue to respect law and order until you are elected.","Liberia Media Monitoring","2011-11-10 11:06:21","Alvin Johnson",NULL,NULL,NULL,NULL,NULL,NULL
"The Vice Guide to Liberia http://t.co/B03ozJmu Worth a look. Not at work, obviously.","Twitter 1","2011-11-10 11:07:21",David_MacLean,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia'sWinstonTubman threatens to annul runoff - Africa - Al Jazeera English http://t.co/yeJEW8DM via @ajenglishThat's the way foward.","Twitter 1","2011-11-10 11:07:06",hill_boikai,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia #Liberia David Mell, Sweetie Pumpum, Liberia Music Video 2011.mov http://t.co/KsGVY8Y4  #hithotus","Twitter 1","2011-11-10 11:07:33",Liberia_HitHot,NULL,NULL,NULL,NULL,NULL,NULL
