report,source,authored_at,author,status,incident_title,incident_category,important,place_name,notes
"VÃƒÂ¥ldsamt nÃƒÂ¤r fredspristagare gÃƒÂ¥r mot valseger: NÃƒÂ¤r andra omgÃƒÂ¥ngen av presidentvalet i Liberia inleddes pÃƒÂ¥ tisdag... http://t.co/azXNjXkU","Twitter 1","2011-11-08 13:34:54",beskowflipboard,NULL,NULL,NULL,NULL,NULL,NULL
"Nyheter/ VÃƒÂ¥ldsamt nÃƒÂ¤r fredspristagare gÃƒÂ¥r mot valseger: NÃƒÂ¤r andra omgÃƒÂ¥ngen av presidentvalet i Liberia inleddes ... http://t.co/yVJT9Z8t","Twitter 1","2011-11-08 13:35:17",Nyhetssida,NULL,NULL,NULL,NULL,NULL,NULL
"Pemilihan Presiden #Liberia Masuki Putaran Kedua http://t.co/nwUGiKuY","Twitter 1","2011-11-08 13:34:47",voaindonesia,NULL,NULL,NULL,NULL,NULL,NULL
"May even die my dear....................but who cares ?","Liberia Media Monitoring","2011-11-08 13:34:42","Andrew Gwemene",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia's presidential runoff takes place amid confusion over call for boycott   http://t.co/wg02FxK2","Twitter 1","2011-11-08 13:35:44",baldaufji,NULL,NULL,NULL,NULL,NULL,NULL
"Polluted air in liberia #cancer","Twitter 1","2011-11-08 13:36:17",nobledonsirswag,NULL,NULL,NULL,NULL,NULL,NULL
"The Lawyer finish searching google and is back with search engine answers.","Liberia Elections","2011-11-08 13:36:01","E Bill Tubman",NULL,NULL,NULL,NULL,NULL,NULL
"AM JUST FROM VOTING THE TURNOUT WAS  ENCOURAGING. THE VOTERS ARE COMING ONE AT A TIME. THAT IS WHY MOST MEDIA ENTITIES ARE REPORTING A LOW TURN-OUT. BUT TRUST ME THE VOTERS ARE COMING OUT TO DEMONSTRATE THEIR RIGHTS","Liberia Media Monitoring","2011-11-08 13:36:01","Boima Justin Vaney Boima",NULL,NULL,NULL,NULL,NULL,NULL
"go teach political science to LU.","Liberia Media Monitoring","2011-11-08 13:36:08","Emmanuel Mator",NULL,NULL,NULL,NULL,NULL,NULL
"RT @voaindonesia: Pemilihan Presiden #Liberia Masuki Putaran Kedua http://t.co/nwUGiKuY","Twitter 1","2011-11-08 13:37:18",GabySangariJune,NULL,NULL,NULL,NULL,NULL,NULL
"Enough boys. It is done.","Liberia Media Monitoring","2011-11-08 13:38:08","Jenkins Barkar",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia will not be another Rwanda where radio stations were used to preach and spread genocide Crispin, sorry.","Liberia Media Monitoring","2011-11-08 13:37:52","Roosevelt Campbell",NULL,NULL,NULL,NULL,NULL,NULL
"VÃƒÂ¥ldet skrÃƒÂ¤mmer mÃƒÂ¤nniskor frÃƒÂ¥n valstugorna i Liberia.","Twitter 1","2011-11-08 13:40:27",Nyheter_Indie,NULL,NULL,NULL,NULL,NULL,NULL
"RT @baldaufji: Liberia's presidential runoff takes place amid confusion over call for boycott   http://t.co/wg02FxK2","Twitter 1","2011-11-08 13:40:27",SokoAnalyst,NULL,NULL,NULL,NULL,NULL,NULL
"Today's voting process in Liberia is coming along peacefully | http://t.co/iMJsg2vx #Liberia","Twitter 1","2011-11-08 13:41:31",DestinationLIB,NULL,NULL,NULL,NULL,NULL,NULL
"My name is Bindu, so if you're referring to me please be specific.I'm not sure if there's another lawyer  here. If you feel insecure about what others write in this discussion, I understand your issue. But you should rise above that and address people on the merits of your position and not assume anyone else is ""searching google"" like you. Oh, and if you weren't referring to me...then my bad!lol","Liberia Elections","2011-11-08 13:40:26","Bindu Padmore Wotorson",NULL,NULL,NULL,NULL,NULL,NULL
"let's be clear, one person supposedly died and others were injured.  the numbers were inflated by CDC! and the body still has not been turned over for investigation","Liberia Elections","2011-11-08 13:40:44","ElizabethRose Amidjogbe",NULL,NULL,NULL,NULL,NULL,NULL
THANKS,"Liberia Media Monitoring","2011-11-08 13:40:42","Elvis Cephas",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: morti e feriti in scontri alla vigilia del ballottaggio presidenziale","Twitter 1","2011-11-08 13:42:30",Ultimaora,NULL,NULL,NULL,NULL,NULL,NULL
"RT @FPFoecumenisme: Praying for the people of Liberia as they go to the polls. Lord may they be spared violence and commit to a common f ...","Twitter 1","2011-11-08 13:42:36",Oikoumene,NULL,NULL,NULL,NULL,NULL,NULL
"are you kidding me? wasn't the mouthpiece of the Rwandan genocide just requested to be tried at the Hague? Inciting violence is serious!!","Liberia Elections","2011-11-08 13:42:09","ElizabethRose Amidjogbe",NULL,NULL,NULL,NULL,NULL,NULL
"Why would you jump into the middle of a conversation and insult her with a remark like that E BillWinstonTubman?  Do you realize that she is an lawyer?  C'mon man.","Liberia Elections","2011-11-08 13:43:13","Jesse R. Cooper",NULL,NULL,NULL,NULL,NULL,NULL
"Samukai kan chop yor own if u man","Liberia Media Monitoring","2011-11-08 13:42:42","Roosevelt Campbell",NULL,NULL,NULL,NULL,NULL,NULL
"Reports via Ushahidi #Liberia of low voter turnouts: http://t.co/NH3TGnjb #Liberia2011 #Africa","Twitter 1","2011-11-08 13:43:53",vote4africa,NULL,NULL,NULL,NULL,NULL,NULL
"Pemilihan Presiden Liberia Masuki Putaran Kedua: Putaran kedua Pemilihan Presiden Liberia rusuh akibat aksi boik... http://t.co/qKobwnUS","Twitter 1","2011-11-08 13:44:08",adjie1258,NULL,NULL,NULL,NULL,NULL,NULL
"Pemilihan Presiden Liberia Masuki Putaran Kedua: Putaran kedua Pemilihan Presiden Liberia rusuh akibat aksi boik... http://t.co/WYF0Rxsd","Twitter 1","2011-11-08 13:44:08",HeadlineNewsID,NULL,NULL,NULL,NULL,NULL,NULL
"Why would you jump into the middle of a conversation and insult her with a remark like that E BillWinstonTubman?  Do you realize that she is a lawyer?  C'mon man.","Liberia Elections","2011-11-08 13:43:28","Jesse R. Cooper",NULL,NULL,NULL,NULL,NULL,NULL
"RT @DestinationLIB: Today's voting process in Liberia is coming along peacefully | http://t.co/iMJsg2vx #Liberia","Twitter 1","2011-11-08 13:45:19",veivaviciouss,NULL,NULL,NULL,NULL,NULL,NULL
"I've never seen Monrovia this quiet. Downtown is devoid of traffic and people. Eerily pleasant. #Liberia","Twitter 1","2011-11-08 13:45:30",viktorbengtsson,NULL,NULL,NULL,NULL,NULL,NULL
"pray for my uncle please. hes traveling to liberia today.","Twitter 1","2011-11-08 13:45:32",kardeegan,NULL,NULL,NULL,NULL,NULL,NULL
"Bindu Padmore Wotorson, lol @ Jesse, sue me. The lawyer will represent you free of charge.","Liberia Elections","2011-11-08 13:45:02","E Bill Tubman",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/jHQC5Lrx","Twitter 1","2011-11-08 13:45:45",nytimes,NULL,NULL,NULL,NULL,NULL,NULL
"the officer is simply standing his ground. Please let's allow the picture to speak for itself.","Liberia Elections","2011-11-08 13:45:32","ElizabethRose Amidjogbe",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/CWQduEm2","Twitter 1","2011-11-08 13:46:47",MinakoNagai,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: http://t.co/W8GDmJxS","Twitter 1","2011-11-08 13:47:23",jsbty00,NULL,NULL,NULL,NULL,NULL,NULL
"Nytimes: Liberia Tense as Presidential Runoff Vote Starts http://t.co/g2U8CoPk #teamfollowback","Twitter 1","2011-11-08 13:46:50",fwar90,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/X4iFP2hr","Twitter 1","2011-11-08 13:46:43",globalnews4u,NULL,NULL,NULL,NULL,NULL,NULL
"RT @nytimes: Liberia Tense as Presidential Runoff Vote Starts http://t.co/jHQC5Lrx","Twitter 1","2011-11-08 13:47:49",OlivMon,NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â‚¬Å“@nytimes: Liberia Tense as Presidential Runoff Vote Starts http://t.co/jkxsEn2pÃ¢â‚¬Â @morgfair @Stevenav","Twitter 1","2011-11-08 13:47:49",jeresponderay,NULL,NULL,NULL,NULL,NULL,NULL
"Read this last night B and he's on point! VOTE, it's a RIGHT.","Liberia Elections","2011-11-08 13:48:13","Robena Lewis Vincent",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/xMwQayD7","Twitter 1","2011-11-08 13:49:07",Newsquicki,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia #Liberia Liberia_2011_mission_health_ ... http://t.co/ZvQWlbNw  #hithotus","Twitter 1","2011-11-08 13:49:12",Liberia_HitHot,NULL,NULL,NULL,NULL,NULL,NULL
"svt.se - ""SVT:s utsÃƒÂ¤nda i Liberia: VÃƒÂ¥ldet har segrat i fredspristagarens hemland"" #svt http://t.co/H2agCYWV","Twitter 1","2011-11-08 13:50:20",svtnyheter,NULL,NULL,NULL,NULL,NULL,NULL
"PrÃƒÂ©sidentielle au Liberia: faible affluence pour le 2e tour aprÃƒÂ¨s des violences http://t.co/SgeVf4s1 & http://t.co/ns4m6fPQ","Twitter 1","2011-11-08 13:50:15",JodyField,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts - http://t.co/sp7zOo44 - #world","Twitter 1","2011-11-08 13:50:09",freeUnnamedNews,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts - http://t.co/srFccJWE - #world","Twitter 1","2011-11-08 13:50:08",freeNYTimes,NULL,NULL,NULL,NULL,NULL,NULL
"On a more serious note, W. Gyude Moore, the discussions is about Liberia and what transpired yesterday leading up to the actions by the govt. What does our constitution says about media censorship and how has this act by the government violated the rights of a political party on the eve of elections? I'm tire hearing what America did or would have done.","Liberia Elections","2011-11-08 13:49:42","E Bill Tubman",NULL,NULL,NULL,NULL,NULL,NULL
"ROBERT LAWRENCE WILL NEVER ANSWER THAT QUESTION MY BROTHER. HE IS HAPPY  FOR THAT!!!!","Liberia Media Monitoring","2011-11-08 13:50:10","Elvis Cephas",NULL,NULL,NULL,NULL,NULL,NULL
"Sending prayers to the people of Liberia, who are standing up for their right to vote and the #UN peacekeepers there http://t.co/Cik0gqeC","Twitter 1","2011-11-08 13:51:33",BetterWorldOrg,NULL,NULL,NULL,NULL,NULL,NULL
"The Short List covers Syria, Italy, Liberia, China, Burma, Cain, the 4th amendment, and #OccupyTogether:http://t.co/t9tzDy7k","Twitter 1","2011-11-08 13:50:50",ISOAjason,NULL,NULL,NULL,NULL,NULL,NULL
"Bindu Padmore Wotorson, sorry if you were offended. Keep your views on the topic coming. *-*","Liberia Elections","2011-11-08 13:51:15","E Bill Tubman",NULL,NULL,NULL,NULL,NULL,NULL
"No CDC voters RT @liberiaelection Reports reaching AEP from across Liberia say turnout is lower than even the referendum polls #Liberia2011","Twitter 1","2011-11-08 13:51:49",blackseed1,NULL,NULL,NULL,NULL,NULL,NULL
"RT @nytimes : Liberia Tense as Presidential Runoff Vote Starts http://t.co/OzdYFQsS","Twitter 1","2011-11-08 13:51:45",bytehead,NULL,NULL,NULL,NULL,NULL,NULL
"@nytimes: Liberia Tense as Presidential Runoff Vote Starts http://t.co/s7K2FaPz (http://t.co/VG0M2uoc)","Twitter 1","2011-11-08 13:53:32",ChinaRiser,NULL,NULL,NULL,NULL,NULL,NULL
"Ã¢â‚¬Å“@nytimes: Liberia Tense as Presidential Runoff Vote Starts http://t.co/bEy9uz32Ã¢â‚¬Â  Either way this will lead to more conflict.","Twitter 1","2011-11-08 13:52:54",1ShotJoe,NULL,NULL,NULL,NULL,NULL,NULL
"NIEUWS Runoff election to start in Liberia: Runoff election to start in Liberia A runoff election is scheduled f... http://t.co/3LTJgtgv","Twitter 1","2011-11-08 13:54:02",Nieuws_mix,NULL,NULL,NULL,NULL,NULL,NULL
"RT @nytimes : Liberia Tense as Presidential Runoff Vote Starts http://t.co/kXlGfnWk","Twitter 1","2011-11-08 13:54:37",LeosUpholstery,NULL,NULL,NULL,NULL,NULL,NULL
"RT @BetterWorldOrg: Sending prayers to the people of Liberia, who are standing up for their right to vote and the #UN peacekeepers there ...","Twitter 1","2011-11-08 13:54:32",unausa,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: Some polling places remained close because building owners fear reprisal attacks: http://t.co/vLTxq2vw (Xinhua) #Africa","Twitter 1","2011-11-08 13:54:07",vote4africa,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/ca6avgxB","Twitter 1","2011-11-08 13:57:44",john_starkin,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/c32pLeoy","Twitter 1","2011-11-08 13:57:37",RaniMukherjeeS,NULL,NULL,NULL,NULL,NULL,NULL
"Top of the Morning: Voting Begins After Election-Eve Clashes in Liberia ... - UN Dispatch http://t.co/k6lzG9HX #Syria","Twitter 1","2011-11-08 13:57:33",syriamonitor,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/qwIKXjpv","Twitter 1","2011-11-08 13:57:42",LarsenGuillermo,NULL,NULL,NULL,NULL,NULL,NULL
"Wishing Liberia a #freeandfair election and #peace as they make it through election day!  #Hope http://t.co/nGLLq0a1","Twitter 1","2011-11-08 13:57:28",DominoMovement,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/Gta8LNCN","Twitter 1","2011-11-08 13:57:46",OPINIONLATINA,NULL,NULL,NULL,NULL,NULL,NULL
"KENNEDY U NEED TO INVESTIGATE FIRST OKAY. A REASONABLE PERSON DOES INVESTIGATE BEFORE MAKING STATEMENS OF SUCH. WHAT HAPPENED BEFORE THEY WERE CLOSED? WHAT CIRCUMSTANCES LEAD TO THEIR CLOSURE? WHAT WAS THE MANNER IN WHICH THEY WERE CLOSED? THESE ARE QUESTIONS THAT A REASONABLE MIND SEEKS TO ANSWER BEFORE COMING DOWN WITH JUDGEMENT.  ANYWAY YOUR STAND POINT IS YOUR VIEW POINT!!!!!","Liberia Media Monitoring","2011-11-08 13:57:16","Elvis Cephas",NULL,NULL,NULL,NULL,NULL,NULL
"CDC calls for Boycott, UP is voting, turnout it very low. What does that shows? #Liberia","Twitter 1","2011-11-08 13:58:18",blackseed1,NULL,NULL,NULL,NULL,NULL,NULL
"Violence, boycott mars #Liberia's run-off http://t.co/dcpfwyaf #drumit","Twitter 1","2011-11-08 13:58:02",essentialafrica,NULL,NULL,NULL,NULL,NULL,NULL
"yes, deal with Lawrence LeRoy. He was really one-sided about this incident.","Liberia Media Monitoring","2011-11-08 13:58:19","Thelma Kus Nyanway",NULL,NULL,NULL,NULL,NULL,NULL
"Reuters FACTBOX: Key political risks in the Gulf of Guinea http://t.co/eRsv7Hmv  #Gabon #Nigeria #DRCongo #Ghana #Liberia #Cameroon #Benin","Twitter 1","2011-11-08 13:59:15",ebookafrica,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/LPud2ZrU","Twitter 1","2011-11-08 13:59:28",Pepevegasicilia,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/qXP3o5fh","Twitter 1","2011-11-08 13:59:35",nytimesfeed,NULL,NULL,NULL,NULL,NULL,NULL
"They haven't turned the body over yet?  Why?  I saw a video yesterday and the was injured but alive and moving while laying on the floor in CDC headquarters.  Still can't figure out why they didn't try to get him to a hospital.  They might have been able to save his life.","Liberia Elections","2011-11-08 13:59:56","Jesse R. Cooper",NULL,NULL,NULL,NULL,NULL,NULL
"#NYTimes Liberia Tense as Presidential Runoff Vote Starts http://t.co/ax0uqivi via @nytimes","Twitter 1","2011-11-08 14:01:24",ActionFutur,NULL,NULL,NULL,NULL,NULL,NULL
"RT @DestinationLIB: RT @veivaviciouss: RT @peretaj Praying for Liberia & hoping that people vote with a clear mind.","Twitter 1","2011-11-08 14:01:17",freeMIMI,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/7fQvwlpD [Ny Times World]","Twitter 1","2011-11-08 14:02:11",TweetNewsss,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/5bvOg1Sx","Twitter 1","2011-11-08 14:02:13",RyanMorales007,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/IdtUahMg","Twitter 1","2011-11-08 14:02:11",MargaretCharter,NULL,NULL,NULL,NULL,NULL,NULL
"#News Liberia Tense as Presidential Runoff Vote Starts http://t.co/muuYZz4z #NY","Twitter 1","2011-11-08 14:02:11",UsaNews_,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia:EllenJohnsonSirleaf accuseWinstonTubman de violer la constitution: Le ton se durcit au LibÃƒÂ©ria au lendemain de la dÃƒÂ©clara... http://t.co/7eoFy7t6","Twitter 1","2011-11-08 14:01:54",ChadNewsMix,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/qiOyxJUy","Twitter 1","2011-11-08 14:02:38",leonaardo_silva,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/ZjBLvHvy #nytimes","Twitter 1","2011-11-08 14:01:57",vnen2,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/s6UMJQKN","Twitter 1","2011-11-08 14:01:54",urbannewsafrica,NULL,NULL,NULL,NULL,NULL,NULL
"#news Liberia Tense as Presidential Runoff Vote Starts http://t.co/55gl8NYe","Twitter 1","2011-11-08 14:01:58",Brownsinsurance,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/A15puI2t","Twitter 1","2011-11-08 14:02:15",MyNews1st,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/jY1RN7c0","Twitter 1","2011-11-08 14:01:53",Grissomedlegal,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia: Joint Nobel Peace Prize winner Gbowee sheds tears following eve-of-election clashes http://t.co/VbyX39dZ #Liberia 2011","Twitter 1","2011-11-08 14:01:49",liberiaelection,NULL,NULL,NULL,NULL,NULL,NULL
"#News Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls ... http://t.co/57Mex1aH","Twitter 1","2011-11-08 14:02:12",77Media,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/oeGQxput","Twitter 1","2011-11-08 14:02:14",iAlvinJoBlog,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/WSnQU6vJ","Twitter 1","2011-11-08 14:02:39",aridhor,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/SyRn1OQW","Twitter 1","2011-11-08 14:02:39",North_Group,NULL,NULL,NULL,NULL,NULL,NULL
"#LATEST #NEWS: Liberia go to polls despite tensions: Liberia's controversial presidential ru... http://t.co/simTYIt2 #uknews #news #rt","Twitter 1","2011-11-08 14:03:05",M24NMReporter,NULL,NULL,NULL,NULL,NULL,NULL
"@liberiaelection Can you DM your number  please","Twitter 1","2011-11-08 14:02:57",BBCAfricaHYS,NULL,NULL,NULL,NULL,NULL,NULL
"nytimes says Liberia Tense as Presidential Runoff Vote Starts http://t.co/FpVFtL50","Twitter 1","2011-11-08 14:02:52",Zag667,NULL,NULL,NULL,NULL,NULL,NULL
"#Liberia: Joint Nobel Peace Prize winner Gbowee sheds tears following eve-of-election clashes http://t.co/qmwar2rE #Liberia 2011","Twitter 1","2011-11-08 14:03:23",Africanelection,NULL,NULL,NULL,NULL,NULL,NULL
"Pemain Asing Asal Benua Hitam Ikut Seleksi Persiku: Ellad  NjobiPersiku News - Lima pemain asing  asal Liberia, ... http://t.co/GzdqFBXq","Twitter 1","2011-11-08 14:03:41",Persiku_Kudus,NULL,NULL,NULL,NULL,NULL,NULL
"Elvis i understand his sorrows, he's wit LOVE FM but one day you shall know it was all done for peace sake and nothing more. We have never enjoy so much press freedom under any GOV'T compare to this.","Liberia Media Monitoring","2011-11-08 14:03:06","Roosevelt Campbell",NULL,NULL,NULL,NULL,NULL,NULL
"RT @DominoMovement: Wishing Liberia a #freeandfair election and #peace as they make it through election day!  #Hope http://t.co/nGLLq0a1","Twitter 1","2011-11-08 14:03:48",2OneQuestions,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia: LINCSA Welcomes Seizure of Arms - Join the talk at http://t.co/AMl1LKwI","Twitter 1","2011-11-08 14:03:58",Medical_Discuss,NULL,NULL,NULL,NULL,NULL,NULL
"PrÃƒÂ©sidentielle au Liberia: faible affluence pour le 2e tour aprÃƒÂ¨s des violences http://t.co/dVPdtLFT","Twitter 1","2011-11-08 14:04:32",frackounet,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/nLdTzzVM","Twitter 1","2011-11-08 14:05:23",superfasti,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/fHGZfoJS","Twitter 1","2011-11-08 14:05:23",nytimesbot,NULL,NULL,NULL,NULL,NULL,NULL
"RT @vote4africa: Reports via Ushahidi #Liberia of low voter turnouts: http://t.co/eBlVltin #Liberia2011 #Africa","Twitter 1","2011-11-08 14:05:33",penelopeinparis,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/1Rwrtn3K","Twitter 1","2011-11-08 14:05:23",North_Group,NULL,NULL,NULL,NULL,NULL,NULL
"RT @nytimes: #Liberia Tense as Presidential Runoff Vote Starts http://t.co/8FF4GU9i","Twitter 1","2011-11-08 14:05:38",moved2monrovia,NULL,NULL,NULL,NULL,NULL,NULL
"President heads for easy re-election in Liberia http://t.co/ZQdv3eqp","Twitter 1","2011-11-08 14:05:19",HuffPostWorld,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/Pra4IAm1","Twitter 1","2011-11-08 14:05:23",ShoppeBayou,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/GDpFv7fW","Twitter 1","2011-11-08 14:04:48",ApluPean,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/qIQ4nyFz","Twitter 1","2011-11-08 14:05:23",beritadotcom,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts: Turnout appeared to be light as polls opened amid calls for a ... http://t.co/7RTnXbY3","Twitter 1","2011-11-08 14:05:23",ocha2322,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/eL05MvPY","Twitter 1","2011-11-08 14:05:23",Kabs_Official,NULL,NULL,NULL,NULL,NULL,NULL
"RT @penelopeinparis: RT @vote4africa: Reports via Ushahidi #Liberia of low voter turnouts: http://t.co/eBlVltin #Liberia2011 #Africa","Twitter 1","2011-11-08 14:05:43",danatgu,NULL,NULL,NULL,NULL,NULL,NULL
"James filmet kannibaler og krigen som ikke fantes - nyheter - Dagbladet.no http://t.co/WqU8BroH","Twitter 1","2011-11-08 14:07:12",melfaj,NULL,NULL,NULL,NULL,NULL,NULL
"Aaliyah Latray Liberia Sengbey is #WhatILove the most is the entire world. My daughter and angel. My #4EverLove","Twitter 1","2011-11-08 14:07:10",ChocoDelRazzo,NULL,NULL,NULL,NULL,NULL,NULL
"exactly Taa Wongbe","Liberia Elections","2011-11-08 14:06:32","Laura Wilson",NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/s6ufBfcz","Twitter 1","2011-11-08 14:07:59",nytimesglobal,NULL,NULL,NULL,NULL,NULL,NULL
"is this what CDC call boycott? boycott would have been ashamed that his name is misused as CDC inplies......","Liberia Elections","2011-11-08 14:08:07","Elchico Fawundu",NULL,NULL,NULL,NULL,NULL,NULL
"RT @moved2monrovia: RT @nytimes: #Liberia Tense as Presidential Runoff Vote Starts http://t.co/8FF4GU9i","Twitter 1","2011-11-08 14:08:43",ebookafrica,NULL,NULL,NULL,NULL,NULL,NULL
"*the guy","Liberia Elections","2011-11-08 14:08:52","Jesse R. Cooper",NULL,NULL,NULL,NULL,NULL,NULL
"Nobel winner Leymah Gbowee - Liberia vote is critical, doubts more violence: http://t.co/jbTQNnbu (AFP) #Africa #Liberia2011","Twitter 1","2011-11-08 14:09:58",vote4africa,NULL,NULL,NULL,NULL,NULL,NULL
"Who is going to win the election in Liberia? Ã¢â„¢Â« http://t.co/9meifhTg","Twitter 1","2011-11-08 14:09:50",Pantagruella,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/wGKbsSgG","Twitter 1","2011-11-08 14:10:38",likethislink,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Tense as Presidential Runoff Vote Starts http://t.co/CxU9DxRn","Twitter 1","2011-11-08 14:09:58",nytimesworld,NULL,NULL,NULL,NULL,NULL,NULL
"I'm at Hilton Garden Inn (Frente al Aeropuerto Internacional Daniel Oduber QuirÃƒÂ³s, Ruta 21, Liberia) http://t.co/ekTVcoVu","Twitter 1","2011-11-08 14:10:08",LebloserKoerper,NULL,NULL,NULL,NULL,NULL,NULL
"High Growth-Magazin: Wie IT-Aktivisten helfen, die Wahl in #Liberia transparent zu gestalten: http://t.co/IBGnnNF7 #Internationalisierung","Twitter 1","2011-11-08 14:10:31",KPMG_DE,NULL,NULL,NULL,NULL,NULL,NULL
"Liberia Elections: EllenJohnsonSirleaf Heads For Victory: MONROVIA, Liberia -- Africa's first elected female p... http://t.co/OhFfSBhB","Twitter 1","2011-11-08 14:10:41",newsworldstoday,NULL,NULL,NULL,NULL,NULL,NULL
"listening to ""Edgar Froese - One Fine Day In Siberia"" - Who is going to win the election in Liberia? http://t.co/wMvvXsWh","Twitter 1","2011-11-08 14:09:51",Pantagruella,NULL,NULL,NULL,NULL,NULL,NULL
"Ppl fighting in Liberia over the election smh I thought we was tryna unite","Twitter 1","2011-11-08 14:10:55",Roc_NATEshun,NULL,NULL,NULL,NULL,NULL,NULL
"[ln] Liberia Elections: EllenJohnsonSirleaf Heads For Victory: MONROVIA, Liberia -- Afric... http://t.co/N27AMAee http://t.co/OwdIUy5H","Twitter 1","2011-11-08 14:10:50",JoeTalermo,NULL,NULL,NULL,NULL,NULL,NULL
"RT @nytimesglobal: #Liberia Tense as Presidential Runoff Vote Starts http://t.co/zP9zg5Bh","Twitter 1","2011-11-08 14:11:24",ParraV,NULL,NULL,NULL,NULL,NULL,NULL
